# RandomSeed is not predefined. Generated seed value:  8307697398501078500
# variable_neighborhood_search started at: 2024-03-17 12:34:07.535369
# Execution parameters: {'algorithm': 'variable_neighborhood_search', 'writeToOutputFile': True, 'outputFilePath': 'opt/single_objective/comb/ones_count_max_problem/outputs/dimension_10.csv', 'outputFileNameAppendTimeStamp': True, 'outputFields': 'iteration, evaluation, best_solution.string_representation()', 'outputMoments': 'after_algorithm, after_iteration', 'inputFilePath': 'opt/single_objective/comb/ones_count_max_problem/inputs/dimension_10.txt', 'inputFormat': 'txt', 'finishCriteria': 'evaluations & seconds', 'finishEvaluationsMax': 3000, 'finishIterationsMax': 0, 'finishSecondsMax': 0, 'randomSeed': 0, 'solutionEvaluationCacheIsUsed': True, 'solutionEvaluationCacheMaxSize': 100000, 'solutionDistanceCalculationCacheIsUsed': True, 'solutionDistanceCalculationCacheMaxSize': 300000, 'additionalStatisticsIsActive': True, 'additionalStatisticsKeep': 'none', 'additionalStatisticsMaxLocalOptimaCount': 5, 'kMin': 1, 'kMax': 3, 'localSearchType': 'localSearchBestImprovement', 'solutionType': 'BitArray', 'log': 'warning'}
iteration	evaluation	step_name	best_solution_string_representation	best_solution_fitness_value	best_solution_objective_value	best_solution_is_feasible	
312	1460	a_i	1111111111	10	10	True	
313	1461	a_i	1111111111	10	10	True	
314	1462	a_i	1111111111	10	10	True	
315	1463	a_i	1111111111	10	10	True	
316	1464	a_i	1111111111	10	10	True	
317	1465	a_i	1111111111	10	10	True	
318	1466	a_i	1111111111	10	10	True	
319	1467	a_i	1111111111	10	10	True	
320	1468	a_i	1111111111	10	10	True	
321	1469	a_i	1111111111	10	10	True	
322	1470	a_i	1111111111	10	10	True	
323	1471	a_i	1111111111	10	10	True	
324	1472	a_i	1111111111	10	10	True	
325	1473	a_i	1111111111	10	10	True	
326	1474	a_i	1111111111	10	10	True	
327	1475	a_i	1111111111	10	10	True	
328	1476	a_i	1111111111	10	10	True	
329	1477	a_i	1111111111	10	10	True	
330	1478	a_i	1111111111	10	10	True	
331	1479	a_i	1111111111	10	10	True	
332	1480	a_i	1111111111	10	10	True	
333	1481	a_i	1111111111	10	10	True	
334	1482	a_i	1111111111	10	10	True	
335	1483	a_i	1111111111	10	10	True	
336	1484	a_i	1111111111	10	10	True	
337	1485	a_i	1111111111	10	10	True	
338	1486	a_i	1111111111	10	10	True	
339	1487	a_i	1111111111	10	10	True	
340	1488	a_i	1111111111	10	10	True	
341	1489	a_i	1111111111	10	10	True	
342	1490	a_i	1111111111	10	10	True	
343	1491	a_i	1111111111	10	10	True	
344	1492	a_i	1111111111	10	10	True	
345	1493	a_i	1111111111	10	10	True	
346	1494	a_i	1111111111	10	10	True	
347	1495	a_i	1111111111	10	10	True	
348	1496	a_i	1111111111	10	10	True	
349	1497	a_i	1111111111	10	10	True	
350	1498	a_i	1111111111	10	10	True	
351	1499	a_i	1111111111	10	10	True	
352	1500	a_i	1111111111	10	10	True	
353	1501	a_i	1111111111	10	10	True	
354	1502	a_i	1111111111	10	10	True	
355	1503	a_i	1111111111	10	10	True	
356	1504	a_i	1111111111	10	10	True	
357	1505	a_i	1111111111	10	10	True	
358	1506	a_i	1111111111	10	10	True	
359	1507	a_i	1111111111	10	10	True	
360	1508	a_i	1111111111	10	10	True	
361	1509	a_i	1111111111	10	10	True	
362	1510	a_i	1111111111	10	10	True	
363	1511	a_i	1111111111	10	10	True	
364	1512	a_i	1111111111	10	10	True	
365	1513	a_i	1111111111	10	10	True	
366	1514	a_i	1111111111	10	10	True	
367	1515	a_i	1111111111	10	10	True	
368	1516	a_i	1111111111	10	10	True	
369	1517	a_i	1111111111	10	10	True	
370	1518	a_i	1111111111	10	10	True	
371	1519	a_i	1111111111	10	10	True	
372	1520	a_i	1111111111	10	10	True	
373	1521	a_i	1111111111	10	10	True	
374	1522	a_i	1111111111	10	10	True	
375	1523	a_i	1111111111	10	10	True	
376	1524	a_i	1111111111	10	10	True	
377	1525	a_i	1111111111	10	10	True	
378	1526	a_i	1111111111	10	10	True	
379	1527	a_i	1111111111	10	10	True	
380	1528	a_i	1111111111	10	10	True	
381	1529	a_i	1111111111	10	10	True	
382	1530	a_i	1111111111	10	10	True	
383	1531	a_i	1111111111	10	10	True	
384	1532	a_i	1111111111	10	10	True	
385	1533	a_i	1111111111	10	10	True	
386	1534	a_i	1111111111	10	10	True	
387	1535	a_i	1111111111	10	10	True	
388	1536	a_i	1111111111	10	10	True	
389	1537	a_i	1111111111	10	10	True	
390	1538	a_i	1111111111	10	10	True	
391	1539	a_i	1111111111	10	10	True	
392	1540	a_i	1111111111	10	10	True	
393	1541	a_i	1111111111	10	10	True	
394	1542	a_i	1111111111	10	10	True	
395	1543	a_i	1111111111	10	10	True	
396	1544	a_i	1111111111	10	10	True	
397	1545	a_i	1111111111	10	10	True	
398	1546	a_i	1111111111	10	10	True	
399	1547	a_i	1111111111	10	10	True	
400	1548	a_i	1111111111	10	10	True	
401	1549	a_i	1111111111	10	10	True	
402	1550	a_i	1111111111	10	10	True	
403	1551	a_i	1111111111	10	10	True	
404	1552	a_i	1111111111	10	10	True	
405	1553	a_i	1111111111	10	10	True	
406	1554	a_i	1111111111	10	10	True	
407	1555	a_i	1111111111	10	10	True	
408	1556	a_i	1111111111	10	10	True	
409	1557	a_i	1111111111	10	10	True	
410	1558	a_i	1111111111	10	10	True	
411	1559	a_i	1111111111	10	10	True	
412	1560	a_i	1111111111	10	10	True	
413	1561	a_i	1111111111	10	10	True	
414	1562	a_i	1111111111	10	10	True	
415	1563	a_i	1111111111	10	10	True	
416	1564	a_i	1111111111	10	10	True	
417	1565	a_i	1111111111	10	10	True	
418	1566	a_i	1111111111	10	10	True	
419	1567	a_i	1111111111	10	10	True	
420	1568	a_i	1111111111	10	10	True	
421	1569	a_i	1111111111	10	10	True	
422	1570	a_i	1111111111	10	10	True	
423	1571	a_i	1111111111	10	10	True	
424	1572	a_i	1111111111	10	10	True	
425	1573	a_i	1111111111	10	10	True	
426	1574	a_i	1111111111	10	10	True	
427	1575	a_i	1111111111	10	10	True	
428	1576	a_i	1111111111	10	10	True	
429	1577	a_i	1111111111	10	10	True	
430	1578	a_i	1111111111	10	10	True	
431	1579	a_i	1111111111	10	10	True	
432	1580	a_i	1111111111	10	10	True	
433	1581	a_i	1111111111	10	10	True	
434	1582	a_i	1111111111	10	10	True	
435	1583	a_i	1111111111	10	10	True	
436	1584	a_i	1111111111	10	10	True	
437	1585	a_i	1111111111	10	10	True	
438	1586	a_i	1111111111	10	10	True	
439	1587	a_i	1111111111	10	10	True	
440	1588	a_i	1111111111	10	10	True	
441	1589	a_i	1111111111	10	10	True	
442	1590	a_i	1111111111	10	10	True	
443	1591	a_i	1111111111	10	10	True	
444	1592	a_i	1111111111	10	10	True	
445	1593	a_i	1111111111	10	10	True	
446	1594	a_i	1111111111	10	10	True	
447	1595	a_i	1111111111	10	10	True	
448	1596	a_i	1111111111	10	10	True	
449	1597	a_i	1111111111	10	10	True	
450	1598	a_i	1111111111	10	10	True	
451	1599	a_i	1111111111	10	10	True	
452	1600	a_i	1111111111	10	10	True	
453	1601	a_i	1111111111	10	10	True	
454	1602	a_i	1111111111	10	10	True	
455	1603	a_i	1111111111	10	10	True	
456	1604	a_i	1111111111	10	10	True	
457	1605	a_i	1111111111	10	10	True	
458	1606	a_i	1111111111	10	10	True	
459	1607	a_i	1111111111	10	10	True	
460	1608	a_i	1111111111	10	10	True	
461	1609	a_i	1111111111	10	10	True	
462	1610	a_i	1111111111	10	10	True	
463	1611	a_i	1111111111	10	10	True	
464	1612	a_i	1111111111	10	10	True	
465	1613	a_i	1111111111	10	10	True	
466	1614	a_i	1111111111	10	10	True	
467	1615	a_i	1111111111	10	10	True	
468	1616	a_i	1111111111	10	10	True	
469	1617	a_i	1111111111	10	10	True	
470	1618	a_i	1111111111	10	10	True	
471	1619	a_i	1111111111	10	10	True	
472	1620	a_i	1111111111	10	10	True	
473	1621	a_i	1111111111	10	10	True	
474	1622	a_i	1111111111	10	10	True	
475	1623	a_i	1111111111	10	10	True	
476	1624	a_i	1111111111	10	10	True	
477	1625	a_i	1111111111	10	10	True	
478	1626	a_i	1111111111	10	10	True	
479	1627	a_i	1111111111	10	10	True	
480	1628	a_i	1111111111	10	10	True	
481	1629	a_i	1111111111	10	10	True	
482	1630	a_i	1111111111	10	10	True	
483	1631	a_i	1111111111	10	10	True	
484	1632	a_i	1111111111	10	10	True	
485	1633	a_i	1111111111	10	10	True	
486	1634	a_i	1111111111	10	10	True	
487	1635	a_i	1111111111	10	10	True	
488	1636	a_i	1111111111	10	10	True	
489	1637	a_i	1111111111	10	10	True	
490	1638	a_i	1111111111	10	10	True	
491	1639	a_i	1111111111	10	10	True	
492	1640	a_i	1111111111	10	10	True	
493	1641	a_i	1111111111	10	10	True	
494	1642	a_i	1111111111	10	10	True	
495	1643	a_i	1111111111	10	10	True	
496	1644	a_i	1111111111	10	10	True	
497	1645	a_i	1111111111	10	10	True	
498	1646	a_i	1111111111	10	10	True	
499	1647	a_i	1111111111	10	10	True	
500	1648	a_i	1111111111	10	10	True	
501	1649	a_i	1111111111	10	10	True	
502	1650	a_i	1111111111	10	10	True	
503	1651	a_i	1111111111	10	10	True	
504	1652	a_i	1111111111	10	10	True	
505	1653	a_i	1111111111	10	10	True	
506	1654	a_i	1111111111	10	10	True	
507	1655	a_i	1111111111	10	10	True	
508	1656	a_i	1111111111	10	10	True	
509	1657	a_i	1111111111	10	10	True	
510	1658	a_i	1111111111	10	10	True	
511	1659	a_i	1111111111	10	10	True	
512	1660	a_i	1111111111	10	10	True	
513	1661	a_i	1111111111	10	10	True	
514	1662	a_i	1111111111	10	10	True	
515	1663	a_i	1111111111	10	10	True	
516	1664	a_i	1111111111	10	10	True	
517	1665	a_i	1111111111	10	10	True	
